hebname,numberofpop,city_heights,busStations,num_fact,pol_fact,amount_of_pol,aqi_global,cars,trees,lat,lan,belogns,type
אירוס,911,613,null,0,0,0,60,522.6762197,2757,31.928452,34.7759097,מועצה אזורית גן רווה,ישוב
רמת טראמפ,87,662,null,0,0,0,70,44.24606753,16349,33.1326279,35.6905836,מועצה אזורית גולן,ישוב
אל עזי,200,365,null,0,0,0,60,36.40826159,7355,31.7189244,34.8142702,מועצה אזורית יואב,ישוב
נוגה,590,108,null,0,0,0,59,254.4212642,8768,31.6252155,34.6953049,מועצה אזורית לכיש,ישוב
אלוני יצחק,304,105,null,0,0,0,66,156.5765588,6667,32.5106111,35.003597,מועצה אזורית מנשה,ישוב
בית נקופה,763,32,null,0,0,0,57,408.5942512,13314,31.8028567,35.1252694,מועצה אזורית מטה יהודה,ישוב
"נתיב הל""ה",701,301,null,0,0,0,64,375.3926279,13314,31.6885598,34.9823355,מועצה אזורית מטה יהודה,ישוב
יד השמונה,307,675,null,0,0,0,61,164.4016299,13314,31.8094724,35.0901961,מועצה אזורית מטה יהודה,ישוב
כפר זוהרים,155,313,null,0,0,0,60,83.0040716,13314,31.6217119,34.9248916,מועצה אזורית מטה יהודה,ישוב
שריגים (לי־און),1014,null,null,0,0,0,61,543.0073112,13314,31.6770338,34.9357965,מועצה אזורית מטה יהודה,ישוב
עוזה,393,140,null,0,0,0,58,148.8043996,2057,31.592477,34.7649543,מועצה אזורית שפיר,ישוב
ארסוף קדם,203,169,null,0,0,0,63,109.7640312,3021,32.2060183,34.820678,מועצה אזורית חוף השרון,ישוב
תלמי יחיאל,1015,52,null,0,0,0,59,578.5605122,2003,31.753729,34.7639978,מועצה אזורית באר טוביה,ישוב
חצב,1525,-156,null,0,0,0,61,869.2658013,2003,31.7792702,34.7693634,מועצה אזורית באר טוביה,ישוב
כפר אחים,861,53,null,0,0,0,59,490.7789228,2003,31.7448291,34.7563983,מועצה אזורית באר טוביה,ישוב
משגב דב,736,58,null,0,0,0,64,425.2633207,1423,31.819884,34.7385694,מועצה אזורית גדרות,ישוב
כפר אביב,833,42,null,0,0,0,67,481.3102525,1423,31.8318165,34.7213367,מועצה אזורית גדרות,ישוב
גן הדרום,605,44,null,0,0,0,60,349.5710701,1423,31.803614,34.6997994,מועצה אזורית גדרות,ישוב
בית רבן - גבעת וושינגטון,1038,null,null,0,0,0,63,361.6037074,3283,31.8168499,34.7281236,מועצה אזורית חבל יבנה,ישוב
משמר העמק,1278,104,null,0,0,0,65,554.5545677,18851,32.6105821,35.1421972,מועצה אזורית מגידו,ישוב
הזורע,930,-61,null,0,0,0,64,403.5490957,18851,32.6437923,35.1206465,מועצה אזורית מגידו,ישוב
האון,179,17,null,0,0,0,68,112.6586619,2002,32.7269806,35.6236405,מועצה אזורית עמק הירדן,ישוב
מעגן,395,-199,null,0,0,0,67,248.6043155,2002,32.706731,35.6010794,מועצה אזורית עמק הירדן,ישוב
בית זייד,74,null,null,0,0,0,58,38.04291775,7744,32.7021471,35.1312908,מועצה אזורית עמק יזרעאל,ישוב
אורטל,376,94,1,1,1,1,70,191.2243832,16349,33.0852392,35.7594308,מועצה אזורית גולן,ישוב
יזרעאל,542,87,null,0,0,0,60,59.05795235,4128,32.5623514,35.32134,מועצה אזורית גלבוע,ישוב
נורית,254,126,null,0,0,0,59,27.67660739,4128,32.542654,35.3560394,מועצה אזורית גלבוע,ישוב
עין חרוד,1250,43,null,0,0,0,60,136.2037704,4128,32.558712,35.3932991,מועצה אזורית גלבוע,ישוב
קלע אלון,null,641,null,0,0,0,70,null,16349,33.1307876,35.6824901,מועצה אזורית גולן,ישוב
קיבוץ מרחביה,1331,71,null,0,0,0,65,684.2582993,7744,32.6051468,35.3076714,מועצה אזורית עמק יזרעאל,ישוב
מזרע,864,99,null,0,0,0,74,444.176684,7744,32.6509756,35.2861087,מועצה אזורית עמק יזרעאל,ישוב
בית קשת,746,397,null,0,0,0,71,364.0390419,4622,32.7184192,35.3954738,מועצה אזורית גליל תחתון,ישוב
בלפוריה,556,30,null,0,0,0,72,285.8359199,7744,32.6302897,35.2970682,מועצה אזורית עמק יזרעאל,ישוב
מנשייה זבדה,1522,104,null,0,0,0,61,782.4501402,7744,32.7061013,35.192161,מועצה אזורית עמק יזרעאל,ישוב
חד נס,889,66,5,0,0,0,71,452.1236032,16349,32.928396,35.6429709,מועצה אזורית גולן,ישוב
גניגר,665,29,null,0,0,0,70,341.8721007,7744,32.6642603,35.2569439,מועצה אזורית עמק יזרעאל,ישוב
חיספין,2175,97,5,0,0,0,69,1106.151679,16349,32.8450731,35.7928356,מועצה אזורית גולן,ישוב
ניר דוד,770,-103,null,0,0,0,59,null,2509,32.5027374,35.4567497,מועצה אזורית עמק המעיינות,ישוב
בני דרור,1196,344,null,0,0,0,62,626.5242732,2909,32.2618622,34.900238,מועצה אזורית לב השרון,ישוב
בני עטרות,934,75,null,0,0,0,51,523.5676073,6080,32.0235637,34.9118719,מועצה אזורית חבל מודיעין,ישוב
בן שמן,881,65,null,0,0,0,59,493.8576595,6080,31.9522788,34.921944,מועצה אזורית חבל מודיעין,ישוב
עיינות,342,24,null,0,0,0,61,196.2187348,2757,31.9159502,34.7677914,מועצה אזורית גן רווה,ישוב
אפיק,387,-199,1,1,1,1,68,196.8187113,16349,32.7797901,35.7016937,מועצה אזורית גולן,ישוב
בצת,449,150,null,0,0,0,67,212.4035453,7403,33.0708449,35.136107,מועצה אזורית מטה אשר,ישוב
בני יהודה,1152,99,8,0,0,0,69,585.878958,16349,32.7984155,35.6902145,מועצה אזורית גולן,ישוב
גאליה,924,131,null,0,0,0,64,530.134829,2757,31.8846855,34.764843,מועצה אזורית גן רווה,ישוב
כפר הנגיד,1226,20,null,0,0,0,66,703.4040045,2757,31.886691,34.7495578,מועצה אזורית גן רווה,ישוב
גן שלמה (קבוצת שילר),592,23,null,0,0,0,59,305.7848013,2599,31.8777084,34.7982712,מועצה אזורית ברנר,ישוב
אודם,192,131,1,1,1,1,70,97.64649611,16349,33.1943741,35.7483145,מועצה אזורית גולן,ישוב
גיבתון,379,197,null,0,0,0,58,195.7642572,2599,31.8888206,34.7994843,מועצה אזורית ברנר,ישוב
כפר בן-נון,748,null,null,0,0,0,57,381.9442497,1980,31.8624687,34.9471855,מועצה אזורית גזר,ישוב
כפר ביל״ו ב׳,1259,63,null,0,0,0,58,642.8713989,1980,31.8714201,34.8279165,מועצה אזורית גזר,ישוב
גאולי תימן,357,55,null,0,0,0,61,197.8705429,3915,32.3920841,34.9012083,מועצה אזורית עמק חפר,ישוב
גינתון,867,430,null,0,0,0,59,486.0097556,6080,31.9623127,34.9139386,מועצה אזורית חבל מודיעין,ישוב
מבוא מודיעים,238,209,null,0,0,0,56,133.414441,6080,31.9344938,34.9871687,מועצה אזורית חבל מודיעין,ישוב
יד נתן,631,76,3,0,0,0,60,272.1013854,8768,31.6528819,34.7055051,מועצה אזורית לכיש,ישוב
"גבעת ח""ן",364,51,null,0,0,0,62,194.6620692,3346,32.1685932,34.876063,מועצה אזורית דרום השרון,ישוב
"כפר מל""ל",306,63,null,0,0,0,61,163.6444898,3346,32.1670594,34.8934755,מועצה אזורית דרום השרון,ישוב
מנוחה,668,102,5,0,0,0,61,288.0566226,8768,31.6565157,34.7766986,מועצה אזורית לכיש,ישוב
עדנים,509,23,null,0,0,0,61,272.2060361,3346,32.1382948,34.9082736,מועצה אזורית דרום השרון,ישוב
גנות הדר,946,89,null,0,0,0,62,495.561841,2909,32.3195061,34.9001402,מועצה אזורית לב השרון,ישוב
געש,946,345,null,0,0,0,62,511.5111874,3021,32.2288879,34.8234798,מועצה אזורית חוף השרון,ישוב
שפיים,1368,37,null,0,0,0,62,739.690591,3021,32.2169192,34.8248191,מועצה אזורית חוף השרון,ישוב
מצפה,125,84,null,0,0,0,71,60.99849633,4622,32.7902724,35.5085407,מועצה אזורית גליל תחתון,ישוב
ניר ח״ן,null,null,null,0,0,0,60,null,8768,31.6084431,34.7145081,מועצה אזורית לכיש,ישוב
כדורי,209,123,null,0,0,0,66,101.9894925,4622,32.703902,35.4066677,מועצה אזורית גליל תחתון,ישוב
אמציה,203,424,5,0,0,0,58,87.53816391,8768,31.5324669,34.9143066,מועצה אזורית לכיש,ישוב
חוסנייה,851,16,null,0,0,0,72,403.2541621,8060,32.8993807,35.3215263,מועצה אזורית משגב,ישוב
חמדת ימים,361,31,null,0,0,0,72,191.8964685,7875,32.9488949,35.4245296,מועצה אזורית מרום הגליל,ישוב
נהורה,2421,97,23,0,0,0,60,1043.989636,8768,31.6226942,34.70469,מועצה אזורית לכיש,ישוב
עמוקה,159,705,null,0,0,0,71,84.51949748,7875,32.9979671,35.5242497,מועצה אזורית מרום הגליל,ישוב
כדיתה,187,768,null,0,0,0,71,99.40343263,7875,33.0066179,35.4667726,מועצה אזורית מרום הגליל,ישוב
סער,934,19,null,0,0,0,65,441.8372215,7403,33.0293646,35.1093238,מועצה אזורית מטה אשר,ישוב
בני דקלים,1685,35,7,0,0,0,58,726.6098905,8768,31.5174853,34.9199141,מועצה אזורית לכיש,ישוב
יסעור,923,22,null,0,0,0,65,436.6335789,7403,32.9010935,35.1663465,מועצה אזורית מטה אשר,ישוב
נטע,821,426,5,0,0,0,58,354.0336605,8768,31.4778481,34.9266422,מועצה אזורית לכיש,ישוב
חרות,1246,60,null,0,0,0,61,652.7167571,2909,32.2402969,34.9150051,מועצה אזורית לב השרון,ישוב
שער העמקים,782,62,null,0,0,0,58,315.7439471,6459,32.7230505,35.1131062,מועצה אזורית זבולון,ישוב
לכיש,819,247,42,0,0,0,59,353.1712185,8768,31.5608984,34.8410694,מועצה אזורית לכיש,ישוב
כפר המכבי,417,28,null,0,0,0,63,168.3698554,6459,32.7910628,35.1149003,מועצה אזורית זבולון,ישוב
כפר הנוער הדתי,371,45,null,0,0,0,58,149.7966827,6459,32.7426708,35.1014038,מועצה אזורית זבולון,ישוב
מעלה החמישה,862,786,4,0,0,0,61,461.6097797,13314,31.8174857,35.1115939,מועצה אזורית מטה יהודה,ישוב
כפר עבודה,204,70,null,0,0,0,61,106.8653395,2909,32.2569466,34.9420929,מועצה אזורית לב השרון,ישוב
שורש,1195,676,3,0,0,0,63,639.9346589,13314,31.7974834,35.0651321,מועצה אזורית מטה יהודה,ישוב
יעף,301,56,null,0,0,0,60,157.678767,2909,32.2683414,34.9659156,מועצה אזורית לב השרון,ישוב
בית מאיר,765,82,3,0,0,0,54,409.6652869,13314,31.7938835,35.0360826,מועצה אזורית מטה יהודה,ישוב
עין הוד,664,123,null,0,0,0,53,334.4520982,13678,32.7005017,34.9825964,מועצה אזורית חוף הכרמל,ישוב
כפר הנוער מאיר שפיה,365,108,null,0,0,0,54,183.847918,13678,32.5914537,34.9709102,מועצה אזורית חוף הכרמל,ישוב
נס הרים,1486,682,10,0,0,0,58,795.7681107,13314,31.7444618,35.0579576,מועצה אזורית מטה יהודה,ישוב
מסילת ציון,1247,303,7,0,0,0,55,667.7811843,13314,31.8018055,35.0115252,מועצה אזורית מטה יהודה,ישוב
אבטליון,466,52,3,0,0,0,70,220.8183815,8060,32.8361797,35.3502704,מועצה אזורית משגב,ישוב
נוה אילן,1024,681,5,0,0,0,62,548.3624092,13314,31.8092425,35.0788877,מועצה אזורית מטה יהודה,ישוב
אביעזר,897,560,4,2,2,8,62,480.3526225,13314,31.6811888,35.0177211,מועצה אזורית מטה יהודה,ישוב
בקוע,875,695,6,0,0,0,58,468.571391,13314,31.8294277,34.9270405,מועצה אזורית מטה יהודה,ישוב
עמינדב,1119,824,9,0,0,0,59,599.2358932,13314,31.7511296,35.1419938,מועצה אזורית מטה יהודה,ישוב
רמת רחל,550,788,4,0,0,0,53,294.5306009,13314,31.7387105,35.2183447,מועצה אזורית מטה יהודה,ישוב
אלומה,1340,30,3,0,0,0,61,507.3737766,2057,31.652036,34.7426718,מועצה אזורית שפיר,ישוב
אלוני אבא,990,956,3,0,0,0,59,508.9524475,7744,32.7310157,35.1713637,מועצה אזורית עמק יזרעאל,ישוב
אליקים,969,18,3,0,0,0,67,420.4721245,18851,32.6327376,35.0670512,מועצה אזורית מגידו,ישוב
עין צורים,879,52,3,0,0,0,62,332.8220505,2057,31.6940539,34.7200879,מועצה אזורית שפיר,ישוב
סגולה,740,99,3,0,0,0,60,134.7105663,7355,31.6697258,34.7791534,מועצה אזורית יואב,ישוב
אורה,1295,50,16,0,0,0,59,693.4856651,13314,31.7527467,35.1534987,מועצה אזורית מטה יהודה,ישוב
אשרת,616,283,3,0,0,0,66,291.4044213,7403,32.9717328,35.1564958,מועצה אזורית מטה אשר,ישוב
ינון,1222,66,3,0,0,0,59,696.5526622,2003,31.7429158,34.7795177,מועצה אזורית באר טוביה,ישוב
בארות יצחק,465,35,3,0,0,0,51,260.6626709,6080,32.0393656,34.9109112,מועצה אזורית חבל מודיעין,ישוב
מחסיה,498,252,4,0,0,0,57,266.6840755,13314,31.7481682,35.0073522,מועצה אזורית מטה יהודה,ישוב
גלעד,491,106,3,0,0,0,62,213.0565671,18851,32.557279,35.0757127,מועצה אזורית מגידו,ישוב
מטע,951,603,11,0,0,0,62,509.2701835,13314,31.7169307,35.0615698,מועצה אזורית מטה יהודה,ישוב
מיטב,456,72,3,0,0,0,61,49.68713731,4128,32.5457376,35.301291,מועצה אזורית גלבוע,ישוב
ישעי,848,195,9,0,0,0,68,454.1126373,13314,31.7516368,34.965419,מועצה אזורית מטה יהודה,ישוב
בית חשמונאי,2172,23,3,0,0,0,58,1109.068056,1980,31.8880132,34.919009,מועצה אזורית גזר,ישוב
נווה מיכאל,883,344,4,0,0,0,59,472.85548,13314,31.6729774,35.0059119,מועצה אזורית מטה יהודה,ישוב
בית חרות,918,19,3,0,0,0,61,508.8099897,3915,32.3758477,34.8741357,מועצה אזורית עמק חפר,ישוב
מבוא ביתר,1058,752,228,0,0,0,58,566.5697743,13314,31.7227202,35.1071186,מועצה אזורית מטה יהודה,ישוב
הסוללים,983,15,3,0,0,0,65,505.353803,7744,32.751099,35.238324,מועצה אזורית עמק יזרעאל,ישוב
מוצא עילית,1635,641,6,0,0,0,57,875.5591289,13314,31.7934936,35.1565626,מועצה אזורית מטה יהודה,ישוב
כפר ברוך,709,55,3,0,0,0,64,364.492204,7744,32.6460182,35.1930067,מועצה אזורית עמק יזרעאל,ישוב
שדה יעקב,1096,64,3,0,0,0,59,563.446355,7744,32.6974241,35.1417499,מועצה אזורית עמק יזרעאל,ישוב
עדי,1892,167,3,0,0,0,62,972.6646882,7744,32.781891,35.1736274,מועצה אזורית עמק יזרעאל,ישוב
אבן ספיר,699,157,25,0,0,0,58,374.3216191,13314,31.7629815,35.1351189,מועצה אזורית מטה יהודה,ישוב
תל תאומים,628,-139,3,0,0,0,58,null,2509,32.4424193,35.4964482,מועצה אזורית עמק המעיינות,ישוב
קריית ענבים,489,678,4,0,0,0,61,261.864482,13314,31.8100172,35.1203388,מועצה אזורית מטה יהודה,ישוב
סתריה,1061,82,3,0,0,0,57,541.7685072,1980,31.8918834,34.844046,מועצה אזורית גזר,ישוב
כפר שמואל,971,107,3,0,0,0,58,495.8126551,1980,31.8891357,34.9328059,מועצה אזורית גזר,ישוב
פתחיה,884,102,3,0,0,0,58,451.388651,1980,31.8675842,34.8862877,מועצה אזורית גזר,ישוב
נוף איילון,2059,197,3,0,0,0,55,1051.367922,1980,31.8705213,34.9896581,מועצה אזורית גזר,ישוב
גני יוחנן,599,34,3,0,0,0,59,305.8617693,1980,31.86029,34.8407361,מועצה אזורית גזר,ישוב
גבעת השלושה,922,62,3,0,0,0,58,493.0726083,3346,32.0980886,34.9211469,מועצה אזורית דרום השרון,ישוב
נוה ימין,1037,37,3,0,0,0,60,554.572987,3346,32.1718831,34.9387948,מועצה אזורית דרום השרון,ישוב
בר גיורא,725,713,5,0,0,0,59,388.2448683,13314,31.7298209,35.0726527,מועצה אזורית מטה יהודה,ישוב
עינת,850,50,3,0,0,0,56,454.568015,3346,32.0827765,34.9394305,מועצה אזורית דרום השרון,ישוב
עגור,549,218,6,0,0,0,61,293.9950964,13314,31.6971051,34.9129214,מועצה אזורית מטה יהודה,ישוב
רמת הכובש,1206,61,3,0,0,0,61,644.9518062,3346,32.2152641,34.9393308,מועצה אזורית דרום השרון,ישוב
צוקי ים,296,30,3,0,0,0,62,164.0607425,3915,32.3613476,34.8586835,מועצה אזורית עמק חפר,ישוב
עין נקובא,3737,621,9,0,0,0,61,2001.201508,13314,31.793619,35.119127,מועצה אזורית מטה יהודה,ישוב
חיבת ציון,875,395,3,0,0,0,61,484.9768422,3915,32.3987871,34.9120169,מועצה אזורית עמק חפר,ישוב
עין החורש,874,21,3,0,0,0,60,484.4225887,3915,32.3863188,34.9400265,מועצה אזורית עמק חפר,ישוב
גבעת יערים,1421,298,7,0,0,0,62,760.9599473,13314,31.7859942,35.092569,מועצה אזורית מטה יהודה,ישוב
הזורעים,1134,15,3,0,0,0,71,553.3783801,4622,32.7457141,35.5031884,מועצה אזורית גליל תחתון,ישוב
כסלון,492,603,14,0,0,0,55,263.4709953,13314,31.7740865,35.0492326,מועצה אזורית מטה יהודה,ישוב
כפר קיש,686,86,3,0,0,0,71,334.7597607,4622,32.6663613,35.4487944,מועצה אזורית גליל תחתון,ישוב
רמת רזיאל,659,716,11,0,0,0,56,352.9012005,13314,31.7736589,35.0737596,מועצה אזורית מטה יהודה,ישוב
רומאנה,1276,166,3,0,0,0,69,584.8029713,664,32.7881972,35.3111645,מועצה אזורית אל בטוף,ישוב
יודפת,964,430,3,0,0,0,68,456.8002457,8060,32.8372367,35.2715538,מועצה אזורית משגב,ישוב
גבעות עדן,null,null,null,0,0,0,60,null,13314,31.6605794,35.0157215,מועצה אזורית מטה יהודה,ישוב
הררית,644,100,3,0,0,0,71,305.1653112,8060,32.8457853,35.369171,מועצה אזורית משגב,ישוב
עצמון שגב,1228,322,3,0,0,0,69,581.8990721,8060,32.8659821,35.2512054,מועצה אזורית משגב,ישוב
בית ספר חקלאי עין כרם,null,null,null,0,0,0,60,null,13314,31.7787551,35.1531904,מועצה אזורית מטה יהודה,ישוב
לבון,845,568,3,0,0,0,72,400.4110125,8060,32.9424551,35.2871026,מועצה אזורית משגב,ישוב
כמאנה מערבית,1623,524,3,0,0,0,69,769.0734579,8060,32.9090851,35.3398417,מועצה אזורית משגב,ישוב
גבעת שמש,null,37,null,0,0,0,65,null,13314,31.774962,34.9515702,מועצה אזורית מטה יהודה,ישוב
ראס אל-עין,412,222,3,0,0,0,72,195.2299809,8060,32.9158041,35.3726649,מועצה אזורית משגב,ישוב
כלנית,260,17,3,0,0,0,71,138.207983,7875,32.8749932,35.4527711,מועצה אזורית מרום הגליל,ישוב
שלווה,579,166,4,0,0,0,58,219.2309072,2057,31.5635204,34.7680435,מועצה אזורית שפיר,ישוב
ראש הנקרה,1422,34,3,0,0,0,66,672.6900715,7403,33.0857479,35.1150819,מועצה אזורית מטה אשר,ישוב
כליל,891,181,3,0,0,0,68,421.4956751,7403,32.9855303,35.2004778,מועצה אזורית מטה אשר,ישוב
שדות ים,1162,9,3,0,0,0,64,585.2911898,13678,32.4921593,34.8933053,מועצה אזורית חוף הכרמל,ישוב
מרכז שפירא,2801,50,7,0,0,0,61,1060.562647,2057,31.6951844,34.7071255,מועצה אזורית שפיר,ישוב
קוממיות,606,70,5,0,0,0,61,229.4541123,2057,31.6619651,34.7297701,מועצה אזורית שפיר,ישוב
רווחה,573,84,9,0,0,0,61,216.9590866,2057,31.6495132,34.7317085,מועצה אזורית שפיר,ישוב
אבן שמואל,2287,203,6,0,0,0,58,865.9431535,2057,31.5748942,34.7643312,מועצה אזורית שפיר,ישוב
זבדיאל,629,117,4,0,0,0,61,238.1627669,2057,31.6584287,34.759748,מועצה אזורית שפיר,ישוב
א-טייבה א-זועביה,46020,686,102,0,0,0,66,5014.478158,4128,32.6032121,35.4447957,מועצה אזורית גלבוע,ישוב
אביטל,515,376,5,0,0,0,61,56.11595808,4128,32.5578557,35.3063551,מועצה אזורית גלבוע,ישוב
קדמה,null,100,2,0,0,0,58,null,7355,31.7007444,34.7751348,מועצה אזורית יואב,ישוב
אדירים,280,449,5,0,0,0,62,30.50963834,4128,32.5490732,35.2711676,מועצה אזורית גלבוע,ישוב
נחלה,725,123,7,0,0,0,60,131.9799483,7355,31.657961,34.7949816,מועצה אזורית יואב,ישוב
נחלה,725,123,7,0,0,0,60,517.3103645,7355,31.657961,34.7949816,מועצה אזורית יואב,ישוב
אביבים,474,64,4,0,0,0,71,251.963788,7875,33.0886777,35.4729375,מועצה אזורית מרום הגליל,ישוב
אביחיל,1391,72,5,0,0,0,62,770.9746122,3915,32.3502322,34.8717347,מועצה אזורית עמק חפר,ישוב
ביצרון,1231,244,15,0,0,0,61,701.6827574,2003,31.7950527,34.7392791,מועצה אזורית באר טוביה,ישוב
אביגדור,815,37,2,2,2,2,64,464.5584362,2003,31.7109457,34.7435754,מועצה אזורית באר טוביה,ישוב
ערוגות,1154,66,8,0,0,0,58,657.7919561,2003,31.7346866,34.7708779,מועצה אזורית באר טוביה,ישוב
אחוזת ברק,2429,47,5,0,0,0,76,1248.73283,7744,32.6418437,35.3387534,מועצה אזורית עמק יזרעאל,ישוב
בית עזרא,1072,58,7,0,0,0,58,611.0511019,2003,31.7366309,34.6563769,מועצה אזורית באר טוביה,ישוב
איבטין,2915,84,18,0,0,0,59,1176.973923,6459,32.7607812,35.1131894,מועצה אזורית זבולון,ישוב
אחיטוב,1105,68,8,0,0,0,59,612.456472,3915,32.3873272,34.9914108,מועצה אזורית עמק חפר,ישוב
אחיסמך,1413,40,8,0,0,0,61,792.0781821,6080,31.935556,34.908056,מועצה אזורית חבל מודיעין,ישוב
באר טוביה,1313,66,37,0,0,0,59,748.4235984,2003,31.7338758,34.7262903,מועצה אזורית באר טוביה,ישוב
אחיעזר,1991,47,4,0,0,0,55,null,3667,31.9811076,34.8716734,מועצה אזורית שדות דן,ישוב
אמונים,1007,548,6,1,1,1,59,574.0004275,2003,31.7453369,34.676988,מועצה אזורית באר טוביה,ישוב
ניר בנים,709,85,5,0,0,0,61,404.1373413,2003,31.6717215,34.7542446,מועצה אזורית באר טוביה,ישוב
שתולים,2174,30,12,0,0,0,60,1239.202521,2003,31.7719562,34.683597,מועצה אזורית באר טוביה,ישוב
אילניה,476,164,6,0,0,0,64,232.2822827,4622,32.754961,35.4074724,מועצה אזורית גליל תחתון,ישוב
בני דרום,979,33,5,0,0,0,69,341.0501265,3283,31.8206628,34.6915762,מועצה אזורית חבל יבנה,ישוב
ניין,1994,222,9,0,0,0,66,993.5629788,3064,32.6307267,35.3488686,מועצה אזורית בוסתן-אל-מרג',ישוב
דחי,723,453,6,0,0,0,60,360.2537778,3064,32.6203995,35.3449947,מועצה אזורית בוסתן-אל-מרג',ישוב
סולם,2710,119,8,0,0,0,60,1350.328825,3064,32.6061864,35.3338887,מועצה אזורית בוסתן-אל-מרג',ישוב
רמת השופט,1186,240,12,0,0,0,66,514.633582,18851,32.6119762,35.0949392,מועצה אזורית מגידו,ישוב
עין העמק,847,241,5,0,0,0,67,367.5334243,18851,32.6290135,35.0853937,מועצה אזורית מגידו,ישוב
יוקנעם המושבה,1382,58,16,0,0,0,64,599.6826393,18851,32.6538407,35.1147661,מועצה אזורית מגידו,ישוב
אלישמע,1168,-22,9,0,0,0,60,624.62994,3346,32.1519602,34.9279083,מועצה אזורית דרום השרון,ישוב
אמירים,865,8,5,0,0,0,71,459.8073333,7875,32.9374962,35.4499969,מועצה אזורית מרום הגליל,ישוב
ארבל,756,41,4,0,0,0,71,368.918916,4622,32.8120793,35.4839284,מועצה אזורית גליל תחתון,ישוב
כנרת מושבה,700,-72,15,0,0,0,67,440.5646114,2002,32.7231985,35.56444,מועצה אזורית עמק הירדן,ישוב
פוריה - נווה עובד,1326,138,6,0,0,0,68,834.555256,2002,32.7436659,35.5376169,מועצה אזורית עמק הירדן,ישוב
פוריה כפר עבודה,null,40,null,0,0,0,66,null,2002,32.7187697,35.5474069,מועצה אזורית עמק הירדן,ישוב
פוריה עילית,1264,137,8,0,0,0,68,795.5338163,2002,32.7322318,35.5457217,מועצה אזורית עמק הירדן,ישוב
כרי דשא,null,null,null,0,0,0,71,null,2002,32.8642361,35.5385109,מועצה אזורית עמק הירדן,ישוב
קבוצת כנרת,null,null,null,0,0,0,69,null,2002,32.7138728,35.5625249,מועצה אזורית עמק הירדן,ישוב
בארותיים,1179,88,10,0,0,0,59,653.4716576,3915,32.3218886,34.9828907,מועצה אזורית עמק חפר,ישוב
טבח'ה,null,null,null,0,0,0,71,null,2002,32.873249,35.5499246,מועצה אזורית עמק הירדן,ישוב
בוסתן הגליל,1328,213,5,0,0,0,64,628.2225102,7403,32.9505232,35.0817793,מועצה אזורית מטה אשר,ישוב
בורגתה,1153,64,9,0,0,0,59,639.0609095,3915,32.3264732,34.9629135,מועצה אזורית עמק חפר,ישוב
בחן,1147,120,8,0,0,0,59,635.7353436,3915,32.3510073,35.019131,מועצה אזורית עמק חפר,ישוב
בית אלעזרי,1550,-83,17,0,0,0,62,800.6189917,2599,31.8460836,34.8030534,מועצה אזורית ברנר,ישוב
ביריה,872,812,7,0,0,0,71,463.5283211,7875,32.9775883,35.5006493,מועצה אזורית מרום הגליל,ישוב
בית הלוי,834,87,11,0,0,0,60,462.2522018,3915,32.3535046,34.9312543,מועצה אזורית עמק חפר,ישוב
בית חלקיה,1480,39,6,0,0,0,62,525.8531257,1325,31.7926752,34.8108048,מועצה אזורית נחל שורק,ישוב
סנדלה,null,null,null,0,0,0,60,null,4128,32.5231227,35.3237725,מועצה אזורית גלבוע,ישוב
בית חנן,509,10,10,0,0,0,59,292.0331459,2757,31.9337581,34.7740084,מועצה אזורית גן רווה,ישוב
מוקיבלה,4281,87,6,0,0,0,61,466.4706825,4128,32.5140208,35.2976327,מועצה אזורית גלבוע,ישוב
בית יהושע,1117,-230,11,0,0,0,62,603.9725077,3021,32.2592916,34.8660021,מועצה אזורית חוף השרון,ישוב
בית יוסף,493,16,9,0,0,0,61,null,2509,32.5588132,35.5523146,מועצה אזורית עמק המעיינות,ישוב
בית ינאי,378,160,5,0,0,0,61,209.510001,3915,32.3775275,34.8629629,מועצה אזורית עמק חפר,ישוב
נעורה,1156,119,6,0,0,0,62,125.9612487,4128,32.6140155,35.3903478,מועצה אזורית גלבוע,ישוב
בית לחם הגלילית,824,575,6,0,0,0,60,423.6129518,7744,32.7345558,35.1890555,מועצה אזורית עמק יזרעאל,ישוב
בית נחמיה,897,240,7,0,0,0,56,502.8267087,6080,31.975811,34.9550835,מועצה אזורית חבל מודיעין,ישוב
בית אלפא,1386,900,2,1,0,0,60,151.0227518,4128,32.5160003,35.4312857,מועצה אזורית גלבוע,ישוב
גן נר,2676,37,4,0,0,0,60,291.5850398,4128,32.5308688,35.3391118,מועצה אזורית גלבוע,ישוב
בית יצחק - שער חפר,2138,27,14,0,0,0,62,1185.006265,3915,32.3345648,34.8905446,מועצה אזורית עמק חפר,ישוב
ציפורי,1030,250,6,0,0,0,68,529.5161796,7744,32.7443077,35.2781186,מועצה אזורית עמק יזרעאל,ישוב
בית עוזיאל,659,44,6,0,0,0,58,336.4990135,1980,31.8693965,34.9051703,מועצה אזורית גזר,ישוב
גזית,807,121,4,0,0,0,70,414.8733692,7744,32.6382136,35.446739,מועצה אזורית עמק יזרעאל,ישוב
בית עריף,1203,238,6,0,0,0,54,674.3595614,6080,31.9916349,34.933807,מועצה אזורית חבל מודיעין,ישוב
סוואעד חמירה,196,170,4,0,0,0,61,100.76231,7744,32.7673988,35.1682,מועצה אזורית עמק יזרעאל,ישוב
